baseline_method,method,seed,baseline_success,method_success,success_delta,baseline_selected_worst_error,method_selected_worst_error,selected_worst_error_diff
all_windows_continuous,qaoa_statevector,197,True,False,-1,0.0600601953060511,0.1237738002442984,0.0637136049382473
all_windows_continuous,qaoa_statevector,199,True,True,0,0.0600601953060511,0.0881467206672208,0.028086525361169706
all_windows_continuous,qaoa_statevector,211,True,True,0,0.0600601953060511,0.0881467206672208,0.028086525361169706
surrogate_qubo_sa,random,11,True,False,-1,0.0940745290922824,0.1160540028861688,0.0219794737938864
surrogate_qubo_sa,random,23,True,True,0,0.0940745290922824,0.1111552405063265,0.017080711414044103
surrogate_qubo_sa,random,37,True,False,-1,0.0940745290922824,0.1185220522104563,0.0244475231181739
surrogate_qubo_sa,random,41,True,False,-1,0.0940745290922824,0.1535888084946845,0.059514279402402115
surrogate_qubo_sa,random,53,True,True,0,0.0940745290922824,0.0925646306997911,-0.001509898392491299
surrogate_qubo_sa,random,67,True,False,-1,0.0925646306997911,0.1237738002442984,0.03120916954450731
surrogate_qubo_sa,random,79,True,False,-1,0.0940745290922824,0.1190006170152644,0.02492608792298201
surrogate_qubo_sa,random,83,True,False,-1,0.0940745290922824,0.1508782214607128,0.056803692368430414
surrogate_qubo_sa,random,97,True,False,-1,0.0925646306997911,0.1480464859425196,0.0554818552427285
surrogate_qubo_sa,random,101,True,False,-1,0.0925646306997911,0.125930703429425,0.033366072729633905
surrogate_qubo_sa,random,107,True,False,-1,0.0940745290922824,0.1486689201897716,0.0545943910974892
surrogate_qubo_sa,random,109,True,False,-1,0.0891852628715516,0.1220328147645346,0.03284755189298301
surrogate_qubo_sa,random,113,True,False,-1,0.0940745290922824,0.1170352332527989,0.0229607041605165
surrogate_qubo_sa,random,127,True,False,-1,0.0925646306997911,0.1520693688836135,0.0595047381838224
surrogate_qubo_sa,random,131,True,False,-1,0.0940745290922824,0.1190988812175266,0.025024352125244204
surrogate_qubo_sa,random,137,True,False,-1,0.0940745290922824,0.1204727753247888,0.026398246232506403
surrogate_qubo_sa,random,139,True,True,0,0.0922072907281229,0.113295038429345,0.021087747701222098
surrogate_qubo_sa,random,149,True,True,0,0.0940745290922824,0.113295038429345,0.01922050933706261
surrogate_qubo_sa,random,151,True,False,-1,0.0940745290922824,0.1181777645782417,0.0241032354859593
surrogate_qubo_sa,random,157,True,False,-1,0.0940745290922824,0.1200763613068571,0.026001832214574708
surrogate_qubo_sa,random,163,True,False,-1,0.0922072907281229,0.1190988812175266,0.02689159048940369
surrogate_qubo_sa,random,167,True,False,-1,0.0891852628715516,0.1279209916614097,0.03873572878985809
surrogate_qubo_sa,random,173,True,True,0,0.0922072907281229,0.1118365573713889,0.01962926664326599
surrogate_qubo_sa,random,179,True,True,0,0.0940745290922824,0.1141620992981263,0.02008757020584391
surrogate_qubo_sa,random,181,True,True,0,0.0925646306997911,0.0846623615241569,-0.007902269175634191
surrogate_qubo_sa,random,191,True,True,0,0.0925646306997911,0.0891852628715516,-0.003379367828239499
surrogate_qubo_sa,random,193,True,True,0,0.0925646306997911,0.0881467206672208,-0.004417910032570291
surrogate_qubo_sa,random,197,True,True,0,0.0925646306997911,0.113295038429345,0.02073040772955391
surrogate_qubo_sa,random,199,True,False,-1,0.0940745290922824,0.124155555806852,0.03008102671456961
surrogate_qubo_sa,random,211,True,True,0,0.0940745290922824,0.1100227636164626,0.015948234524180205
surrogate_qubo_sa,cross_entropy,11,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,cross_entropy,23,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,cross_entropy,37,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,cross_entropy,41,True,True,0,0.0940745290922824,0.0922072907281229,-0.0018672383641594875
surrogate_qubo_sa,cross_entropy,53,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,cross_entropy,67,True,True,0,0.0925646306997911,0.0940745290922824,0.001509898392491299
surrogate_qubo_sa,cross_entropy,79,True,True,0,0.0940745290922824,0.0922072907281229,-0.0018672383641594875
surrogate_qubo_sa,cross_entropy,83,True,True,0,0.0940745290922824,0.0876302659683052,-0.006444263123977195
surrogate_qubo_sa,cross_entropy,97,True,True,0,0.0925646306997911,0.0940745290922824,0.001509898392491299
surrogate_qubo_sa,cross_entropy,101,True,True,0,0.0925646306997911,0.0891852628715516,-0.003379367828239499
surrogate_qubo_sa,cross_entropy,107,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,cross_entropy,109,True,True,0,0.0891852628715516,0.0940745290922824,0.004889266220730798
surrogate_qubo_sa,cross_entropy,113,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,cross_entropy,127,True,True,0,0.0925646306997911,0.0940745290922824,0.001509898392491299
surrogate_qubo_sa,cross_entropy,131,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,cross_entropy,137,True,True,0,0.0940745290922824,0.0925646306997911,-0.001509898392491299
surrogate_qubo_sa,cross_entropy,139,True,True,0,0.0922072907281229,0.0940745290922824,0.0018672383641594875
surrogate_qubo_sa,cross_entropy,149,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,cross_entropy,151,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,cross_entropy,157,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,cross_entropy,163,True,True,0,0.0922072907281229,0.0940745290922824,0.0018672383641594875
surrogate_qubo_sa,cross_entropy,167,True,True,0,0.0891852628715516,0.0940745290922824,0.004889266220730798
surrogate_qubo_sa,cross_entropy,173,True,True,0,0.0922072907281229,0.0940745290922824,0.0018672383641594875
surrogate_qubo_sa,cross_entropy,179,True,True,0,0.0940745290922824,0.0925646306997911,-0.001509898392491299
surrogate_qubo_sa,cross_entropy,181,True,True,0,0.0925646306997911,0.0925646306997911,0.0
surrogate_qubo_sa,cross_entropy,191,True,True,0,0.0925646306997911,0.0940745290922824,0.001509898392491299
surrogate_qubo_sa,cross_entropy,193,True,True,0,0.0925646306997911,0.0925646306997911,0.0
surrogate_qubo_sa,cross_entropy,197,True,True,0,0.0925646306997911,0.0940745290922824,0.001509898392491299
surrogate_qubo_sa,cross_entropy,199,True,True,0,0.0940745290922824,0.0925646306997911,-0.001509898392491299
surrogate_qubo_sa,cross_entropy,211,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,genetic,11,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,genetic,23,True,True,0,0.0940745290922824,0.0925646306997911,-0.001509898392491299
surrogate_qubo_sa,genetic,37,True,True,0,0.0940745290922824,0.0925646306997911,-0.001509898392491299
surrogate_qubo_sa,genetic,41,True,True,0,0.0940745290922824,0.0881467206672208,-0.00592780842506159
surrogate_qubo_sa,genetic,53,True,True,0,0.0940745290922824,0.0922072907281229,-0.0018672383641594875
surrogate_qubo_sa,genetic,67,True,True,0,0.0925646306997911,0.0925646306997911,0.0
surrogate_qubo_sa,genetic,79,True,True,0,0.0940745290922824,0.0922072907281229,-0.0018672383641594875
surrogate_qubo_sa,genetic,83,True,True,0,0.0940745290922824,0.0922072907281229,-0.0018672383641594875
surrogate_qubo_sa,genetic,97,True,True,0,0.0925646306997911,0.0925646306997911,0.0
surrogate_qubo_sa,genetic,101,True,True,0,0.0925646306997911,0.0925646306997911,0.0
surrogate_qubo_sa,genetic,107,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,genetic,109,True,True,0,0.0891852628715516,0.0922072907281229,0.0030220278565713105
surrogate_qubo_sa,genetic,113,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,genetic,127,True,True,0,0.0925646306997911,0.0940745290922824,0.001509898392491299
surrogate_qubo_sa,genetic,131,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,genetic,137,True,True,0,0.0940745290922824,0.0925646306997911,-0.001509898392491299
surrogate_qubo_sa,genetic,139,True,True,0,0.0922072907281229,0.0922072907281229,0.0
surrogate_qubo_sa,genetic,149,True,True,0,0.0940745290922824,0.0876302659683052,-0.006444263123977195
surrogate_qubo_sa,genetic,151,True,True,0,0.0940745290922824,0.0925646306997911,-0.001509898392491299
surrogate_qubo_sa,genetic,157,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,genetic,163,True,True,0,0.0922072907281229,0.0922072907281229,0.0
surrogate_qubo_sa,genetic,167,True,True,0,0.0891852628715516,0.0940745290922824,0.004889266220730798
surrogate_qubo_sa,genetic,173,True,True,0,0.0922072907281229,0.0940745290922824,0.0018672383641594875
surrogate_qubo_sa,genetic,179,True,True,0,0.0940745290922824,0.0940745290922824,0.0
surrogate_qubo_sa,genetic,181,True,True,0,0.0925646306997911,0.0940745290922824,0.001509898392491299
surrogate_qubo_sa,genetic,191,True,True,0,0.0925646306997911,0.0891852628715516,-0.003379367828239499
surrogate_qubo_sa,genetic,193,True,True,0,0.0925646306997911,0.0940745290922824,0.001509898392491299
surrogate_qubo_sa,genetic,197,True,True,0,0.0925646306997911,0.0925646306997911,0.0
surrogate_qubo_sa,genetic,199,True,True,0,0.0940745290922824,0.0891852628715516,-0.004889266220730798
surrogate_qubo_sa,genetic,211,True,True,0,0.0940745290922824,0.0940745290922824,0.0
