method,mixer_topology,warm_start_mode,depth,restarts,seed,expected_selected_worst_error,expected_normalized_cost,expected_nominal_error,probability_best_one_coast,probability_pareto_frontier,top_schedule,top_schedule_probability,top_schedule_selected_worst_error,best_one_coast_schedule,best_one_coast_selected_worst_error,angles
structured_exponential_path_p3_r4,path,exponential,3,4,20260752,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.11471102435922309, 0.16011281939883465, 0.21136570360494056, 0.0, 0.0, 0.0]"
structured_exponential_path_p3_r8,path,exponential,3,8,20260756,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.11471102435922309, 0.16011281939883465, 0.21136570360494056, 0.0, 0.0, 0.0]"
structured_exponential_path_p4_r1,path,exponential,4,1,20260759,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.008949244794126003, 0.017898721823532186, 0.05702453587800884, 0.13578861430159367, 0.0, 0.0, 0.0, 0.0]"
structured_exponential_path_p4_r4,path,exponential,4,4,20260762,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.008949244794126003, 0.017898721823532186, 0.05702453587800884, 0.13578861430159367, 0.0, 0.0, 0.0, 0.0]"
structured_exponential_path_p4_r8,path,exponential,4,8,20260766,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.008949244794126003, 0.017898721823532186, 0.05702453587800884, 0.13578861430159367, 0.0, 0.0, 0.0, 0.0]"
structured_inverse_cycle_p1_r1,cycle,inverse,1,1,20261629,0.108671256502909,0.13856395883266456,0.08302535007203231,0.1201242112368671,0.1201242112368671,111111111100,0.1201242112368671,0.1055748925448516,111111111100,0.1055748925448516,"[0.2134495605260956, 0.0]"
structured_inverse_cycle_p1_r4,cycle,inverse,1,4,20261632,0.108671256502909,0.13856395883266456,0.08302535007203231,0.1201242112368671,0.1201242112368671,111111111100,0.1201242112368671,0.1055748925448516,111111111100,0.1055748925448516,"[0.2134495605260956, 0.0]"
structured_inverse_cycle_p1_r8,cycle,inverse,1,8,20261636,0.108671256502909,0.13856395883266456,0.08302535007203231,0.1201242112368671,0.1201242112368671,111111111100,0.1201242112368671,0.1055748925448516,111111111100,0.1055748925448516,"[0.2134495605260956, 0.0]"
structured_inverse_cycle_p2_r1,cycle,inverse,2,1,20261639,0.10867125650290899,0.13856395883266456,0.0830253500720323,0.1201242112368671,0.1201242112368671,111111111100,0.1201242112368671,0.1055748925448516,111111111100,0.1055748925448516,"[0.17292951506482973, 0.2327507671031379, 0.0, 0.0]"
structured_inverse_cycle_p2_r4,cycle,inverse,2,4,20261642,0.10865686773313782,0.13792005361698792,0.08300766186397163,0.12069881195022973,0.12069881195022973,111111111100,0.12069881195022973,0.1055748925448516,111111111100,0.1055748925448516,"[1.1679754173595622, 3.4614884742215914, 0.0, 0.07334645708630805]"
