method,state_index,state_label,coast_windows,schedule,probability,refined_selected_worst_error,refined_nominal_error,is_best_state,is_best_one_coast,is_pareto_frontier
structured_exponential_path_p1_r4,6,6,6,111111011111,0.16013552016570787,0.0836849565091918,0.0600522997884915,False,False,False
structured_exponential_path_p1_r4,7,7,7,111111101111,0.10476449794351042,0.0852143098547604,0.0605770719694452,False,False,False
structured_exponential_path_p1_r4,8,8,8,111111110111,0.12210094453286992,0.0846623615241569,0.0600776590648171,False,False,False
structured_exponential_path_p1_r4,9,9,9,111111111011,0.11636821504424914,0.0848356908620562,0.0603003605462355,False,False,True
structured_exponential_path_p1_r4,10,10,10,111111111101,0.1440300490643733,0.0840670141736464,0.0595664825472062,False,False,True
structured_exponential_path_p1_r4,11,11,11,111111111110,0.18010244279906978,0.0832614239111052,0.0587801873504588,True,True,True
structured_exponential_path_p1_r8,0,0,0,011111111111,0.00896677263285663,0.0940745290922824,0.0690121126015381,False,False,False
structured_exponential_path_p1_r8,1,1,1,101111111111,0.01363218737281276,0.0925646306997911,0.0674629379621564,False,False,False
structured_exponential_path_p1_r8,2,2,2,110111111111,0.015052957998343577,0.0922072907281229,0.0669946905744458,False,False,False
structured_exponential_path_p1_r8,3,3,3,111011111111,0.03481364147672164,0.0891852628715516,0.0642622153311685,False,False,False
structured_exponential_path_p1_r8,4,4,4,111101111111,0.04643918548521781,0.0881467206672208,0.0632678740837427,False,False,False
structured_exponential_path_p1_r8,5,5,5,111110111111,0.05359358548426709,0.0876302659683052,0.062754548122028,False,False,False
structured_exponential_path_p1_r8,6,6,6,111111011111,0.16013552016570784,0.0836849565091918,0.0600522997884915,False,False,False
structured_exponential_path_p1_r8,7,7,7,111111101111,0.10476449794351038,0.0852143098547604,0.0605770719694452,False,False,False
structured_exponential_path_p1_r8,8,8,8,111111110111,0.12210094453287,0.0846623615241569,0.0600776590648171,False,False,False
structured_exponential_path_p1_r8,9,9,9,111111111011,0.11636821504424923,0.0848356908620562,0.0603003605462355,False,False,True
structured_exponential_path_p1_r8,10,10,10,111111111101,0.14403004906437333,0.0840670141736464,0.0595664825472062,False,False,True
structured_exponential_path_p1_r8,11,11,11,111111111110,0.18010244279906976,0.0832614239111052,0.0587801873504588,True,True,True
structured_exponential_path_p2_r1,0,0,0,011111111111,0.008966772632856685,0.0940745290922824,0.0690121126015381,False,False,False
structured_exponential_path_p2_r1,1,1,1,101111111111,0.013632187372812793,0.0925646306997911,0.0674629379621564,False,False,False
structured_exponential_path_p2_r1,2,2,2,110111111111,0.015052957998343709,0.0922072907281229,0.0669946905744458,False,False,False
structured_exponential_path_p2_r1,3,3,3,111011111111,0.03481364147672172,0.0891852628715516,0.0642622153311685,False,False,False
structured_exponential_path_p2_r1,4,4,4,111101111111,0.04643918548521782,0.0881467206672208,0.0632678740837427,False,False,False
structured_exponential_path_p2_r1,5,5,5,111110111111,0.053593585484267015,0.0876302659683052,0.062754548122028,False,False,False
structured_exponential_path_p2_r1,6,6,6,111111011111,0.1601355201657081,0.0836849565091918,0.0600522997884915,False,False,False
