method,analysis_stage,oracle,iterations,initial_state,states_in_support,feasible_support_probability,expected_selected_worst_error,initial_expected_selected_worst_error,expected_nominal_error,probability_best_state,initial_probability_best_state,probability_good_set,probability_pareto_frontier,top_schedule,top_schedule_probability,top_schedule_selected_worst_error,best_schedule,best_selected_worst_error,top3_schedules,predeclared_protocol_name,predeclared_good_rule,predeclared_iteration_rule,predeclared_iteration_cap,initial_good_probability_predeclared,predicted_good_probability_predeclared
grover_warm_top_2_r10,exploratory_sweep,top_2,10,inverse,66,1.0,0.10626690576004781,0.108671256502909,0.08057131818905634,0.4290387335512804,0.1201242112368671,0.8313083718267513,0.4290387335512804,111111111100,0.4290387335512804,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.429; 111111111001:0.402; 111111111010:0.020,,,,,,
grover_warm_top_8_r6,exploratory_sweep,top_8,6,inverse,66,1.0,0.10634198733601734,0.108671256502909,0.08068406957843627,0.192151733670923,0.1201242112368671,0.929051327293074,0.192151733670923,111111111100,0.192151733670923,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.192; 111111111001:0.180; 111111111010:0.143,,,,,,
grover_uniform_thresholdle0p106540504405_r11,exploratory_sweep,threshold<=0.106540504405,11,uniform,66,1.0,0.10639520081242383,0.11375786488534918,0.08074090462849517,0.1357817137055526,0.015151515151515152,0.9504719959388681,0.1357817137055526,111111101110,0.1357817137055526,0.1065405044052453,111111111100,0.1055748925448516,111111101110:0.136; 111111110011:0.136; 111111110101:0.136,,,,,,
grover_warm_thresholdle0p105574892545_r1,exploratory_sweep,threshold<=0.105574892545,1,inverse,66,1.0,0.10641055017416333,0.108671256502909,0.08064465856285835,0.7625360178304459,0.1201242112368671,0.7625360178304459,0.7625360178304459,111111111100,0.7625360178304459,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.763; 111111111001:0.030; 111111111010:0.024,,,,,,
grover_warm_top_1_r1,exploratory_sweep,top_1,1,inverse,66,1.0,0.10641055017416333,0.108671256502909,0.08064465856285835,0.7625360178304459,0.1201242112368671,0.7625360178304459,0.7625360178304459,111111111100,0.7625360178304459,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.763; 111111111001:0.030; 111111111010:0.024,,,,,,
grover_uniform_top_8_r2,exploratory_sweep,top_8,2,uniform,66,1.0,0.1064147181860164,0.11375786488534918,0.08077240155401656,0.1197090444447562,0.015151515151515152,0.9576723555580496,0.1197090444447562,111111101101,0.1197090444447562,0.1066015821090235,111111111100,0.1055748925448516,111111101101:0.120; 111111101110:0.120; 111111110011:0.120,,,,,,
grover_warm_thresholdle0p109629368803_r5,exploratory_sweep,threshold<=0.109629368803,5,inverse,66,1.0,0.1064188283529783,0.108671256502909,0.08080747177474606,0.16912105110992323,0.1201242112368671,0.9993457363823457,0.16912105110992323,111111111100,0.16912105110992323,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.169; 111111111001:0.159; 111111111010:0.126,,,,,,
grover_warm_thresholdle0p106540504405_r12,exploratory_sweep,threshold<=0.106540504405,12,inverse,66,1.0,0.10645767016855773,0.108671256502909,0.08079501896030622,0.19813547802725745,0.1201242112368671,0.8978914496726937,0.19813547802725745,111111111100,0.19813547802725745,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.198; 111111111001:0.186; 111111111010:0.148,,,,,,
grover_uniform_top_2_r12,exploratory_sweep,top_2,12,uniform,66,1.0,0.1065168463159303,0.11375786488534918,0.08081009565769405,0.4449694632641732,0.015151515151515152,0.8899389265283464,0.4449694632641732,111111111001,0.4449694632641732,0.1056046330372665,111111111100,0.1055748925448516,111111111001:0.445; 111111111100:0.445; 001111111111:0.002,,,,,,
grover_uniform_thresholdle0p106540504405_r7,exploratory_sweep,threshold<=0.106540504405,7,uniform,66,1.0,0.1065544605214633,0.11375786488534918,0.08089894347869464,0.13317239591883814,0.015151515151515152,0.9322067714318669,0.13317239591883814,111111101110,0.13317239591883814,0.1065405044052453,111111111100,0.1055748925448516,111111101110:0.133; 111111110011:0.133; 111111110101:0.133,,,,,,
grover_uniform_top_2_r3,exploratory_sweep,top_2,3,uniform,66,1.0,0.10655863901837917,0.11375786488534918,0.08085186535140393,0.4424886998963624,0.015151515151515152,0.8849773997927248,0.4424886998963624,111111111001,0.4424886998963624,0.1056046330372665,111111111100,0.1055748925448516,111111111001:0.442; 111111111100:0.442; 001111111111:0.002,,,,,,
grover_warm_top_3_r9,exploratory_sweep,top_3,9,inverse,66,1.0,0.10657740690209994,0.108671256502909,0.0808809238044901,0.29377996074620527,0.1201242112368671,0.788538912735955,0.29377996074620527,111111111100,0.29377996074620527,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.294; 111111111001:0.275; 111111111010:0.219,,,,,,
